fecha,all_crimes,año,mes,diasem,violent_robbery,non_violent_robbery,burglary,violent_crime,sex_crime,domestic_violence,calls_vaw,metrobus,metro,pas_total
2019-02-20,798,2019,February,Wednesday,240,117,27,45,32,62,50,1327620,4526006,5853626
2019-02-21,736,2019,February,Thursday,226,129,18,46,18,65,47,1319028,4533414,5852442
2019-02-22,793,2019,February,Friday,228,144,24,42,22,59,45,1379866,4644848,6024714
2019-02-23,664,2019,February,Saturday,201,138,20,41,10,60,48,882198,3772116,4654314
2019-02-24,592,2019,February,Sunday,171,116,19,36,13,84,52,531810,2432913,2964723
2019-02-25,696,2019,February,Monday,216,122,17,20,23,50,46,1272342,4346243,5618585
2019-02-26,733,2019,February,Tuesday,224,124,24,32,23,59,51,1306764,4468533,5775297
2019-02-27,732,2019,February,Wednesday,224,120,17,18,29,61,45,1326167,4517989,5844156
2019-02-28,803,2019,February,Thursday,231,124,19,36,24,73,45,1350289,4581066,5931355
2019-03-01,849,2019,March,Friday,240,132,16,25,28,80,50,1400627,3873203,5273830
2019-03-02,693,2019,March,Saturday,194,119,27,37,14,63,36,860157,2246899,3107056
2019-03-03,616,2019,March,Sunday,150,91,8,41,14,106,40,522524,2304030,2826554
2019-03-04,748,2019,March,Monday,226,141,25,38,27,69,50,1281827,4615276,5897103
2019-03-05,722,2019,March,Tuesday,233,95,16,29,22,81,57,1313783,4581882,5895665
2019-03-06,729,2019,March,Wednesday,221,121,25,31,21,64,41,1332563,4305060,5637623
2019-03-07,661,2019,March,Thursday,213,113,10,31,19,67,56,1333845,4187772,5521617
2019-03-08,776,2019,March,Friday,255,127,21,46,19,62,39,1375412,3754624,5130036
2019-03-09,641,2019,March,Saturday,189,121,15,39,9,87,53,868636,4671040,5539676
2019-03-10,605,2019,March,Sunday,155,105,24,40,9,94,45,507584,4666916,5174500
2019-03-11,776,2019,March,Monday,244,126,13,36,20,71,62,1280546,2300771,3581317
2019-03-12,726,2019,March,Tuesday,213,102,20,47,20,79,66,1327465,4744968,6072433
2019-03-13,721,2019,March,Wednesday,225,107,18,30,15,93,62,1323489,4535120,5858609
2019-03-14,730,2019,March,Thursday,231,105,14,43,20,65,69,1345722,4597842,5943564
2019-03-15,868,2019,March,Friday,238,133,26,38,24,64,37,1389728,4744653,6134381
2019-03-16,639,2019,March,Saturday,169,147,21,38,11,73,37,848332,3743269,4591601
2019-03-17,523,2019,March,Sunday,120,99,23,41,19,63,41,514711,2318212,2832923
2019-03-18,535,2019,March,Monday,155,101,9,23,12,80,36,563898,2363648,2927546
2019-03-19,784,2019,March,Tuesday,223,158,27,34,13,71,54,1298118,4408428,5706546
2019-03-20,728,2019,March,Wednesday,238,122,17,33,15,62,42,1328640,4512549,5841189
2019-03-21,684,2019,March,Thursday,214,116,18,29,17,47,34,1316175,4610603,5926778
2019-03-22,715,2019,March,Friday,198,123,21,37,15,57,35,1365104,4594112,5959216
2019-03-23,645,2019,March,Saturday,184,104,16,32,15,78,37,864193,3685752,4549945
2019-03-24,583,2019,March,Sunday,130,105,22,38,17,113,51,507096,2332284,2839380
2019-03-25,734,2019,March,Monday,200,122,14,36,22,74,36,1288010,4382853,5670863
2019-03-26,726,2019,March,Tuesday,230,117,25,27,18,59,44,1313769,4497981,5811750
2019-03-27,780,2019,March,Wednesday,237,139,23,40,28,76,40,1295710,4489029,5784739
2019-03-28,729,2019,March,Thursday,233,120,13,36,26,55,42,1326241,4602358,5928599
2019-03-29,763,2019,March,Friday,238,108,18,45,21,79,44,1375985,4740604,6116589
2019-03-30,705,2019,March,Saturday,209,104,16,52,13,77,50,881050,3663039,4544089
2019-03-31,560,2019,March,Sunday,145,94,15,37,7,97,31,538101,2385412,2923513
2019-04-01,885,2019,April,Monday,232,127,15,47,39,86,53,1292845,4023467,5316312
2019-04-02,709,2019,April,Tuesday,202,112,17,30,19,66,62,1309075,2343021,3652096
2019-04-03,728,2019,April,Wednesday,230,114,25,47,14,60,53,1322562,4320880,5643442
2019-04-04,758,2019,April,Thursday,245,128,25,38,19,67,42,1316576,4606657,5923233
2019-04-05,771,2019,April,Friday,251,118,15,40,25,60,59,1347114,3569347,4916461
2019-04-06,624,2019,April,Saturday,198,93,18,49,9,71,33,837506,4359577,5197083
2019-04-07,574,2019,April,Sunday,135,90,24,40,26,86,60,516804,4335777,4852581
2019-04-08,649,2019,April,Monday,201,111,16,36,5,63,53,1284282,2445275,3729557
2019-04-09,682,2019,April,Tuesday,217,124,15,32,17,74,44,1312940,4583117,5896057
2019-04-10,719,2019,April,Wednesday,214,102,21,37,15,72,46,1316338,4837002,6153340
2019-04-11,694,2019,April,Thursday,217,118,14,32,22,60,37,1344351,4450748,5795099
2019-04-12,739,2019,April,Friday,197,116,14,36,22,70,43,1391336,4761733,6153069
2019-04-13,653,2019,April,Saturday,188,112,17,42,19,85,35,845277,3670890,4516167
2019-04-14,538,2019,April,Sunday,134,100,25,40,12,77,38,503490,2380382,2883872
2019-04-15,751,2019,April,Monday,209,126,20,31,23,74,47,1134122,4032325,5166447
2019-04-16,684,2019,April,Tuesday,221,116,10,31,17,73,47,1136035,4022527,5158562
2019-04-17,716,2019,April,Wednesday,209,115,17,43,8,92,50,1124084,4091244,5215328
2019-04-18,537,2019,April,Thursday,180,103,19,37,10,67,36,651677,2797454,3449131
2019-04-19,475,2019,April,Friday,140,82,18,34,17,75,15,460044,1870575,2330619
2019-04-20,479,2019,April,Saturday,160,71,19,32,14,59,30,525257,2077587,2602844
2019-04-21,470,2019,April,Sunday,87,111,26,42,14,69,49,418859,1954441,2373300
2019-04-22,737,2019,April,Monday,231,120,25,38,17,82,44,1107775,3968832,5076607
2019-04-23,646,2019,April,Tuesday,213,114,15,28,16,56,51,1167369,4120249,5287618
2019-04-24,691,2019,April,Wednesday,205,115,14,35,19,64,43,1184969,4304992,5489961
2019-04-25,713,2019,April,Thursday,220,110,29,32,15,78,42,1199140,4244057,5443197
2019-04-26,720,2019,April,Friday,225,102,15,55,14,72,44,1249885,4390440,5640325
2019-04-27,628,2019,April,Saturday,183,116,24,37,9,80,27,821370,3474500,4295870
2019-04-28,559,2019,April,Sunday,142,102,22,40,14,86,37,522102,2341913,2864015
2019-04-29,718,2019,April,Monday,198,131,22,25,20,93,20,1275067,4280389,5555456
2019-04-30,710,2019,April,Tuesday,221,120,18,29,27,66,46,1339134,4393892,5733026
2019-05-01,675,2019,May,Wednesday,170,105,16,29,21,105,44,633525,3586491,4220016
2019-05-02,748,2019,May,Thursday,217,146,16,34,14,66,44,1325787,4379429,5705216
2019-05-03,766,2019,May,Friday,219,144,22,50,28,56,21,1344947,4524517,5869464
2019-05-04,659,2019,May,Saturday,192,96,14,51,20,73,45,845727,4749078,5594805
2019-05-05,568,2019,May,Sunday,123,102,19,37,22,90,35,506362,2285596,2791958
2019-05-06,766,2019,May,Monday,232,137,21,45,8,72,57,1274662,4448672,5723334
2019-05-07,728,2019,May,Tuesday,233,104,14,34,18,68,44,1310547,4347673,5658220
2019-05-08,749,2019,May,Wednesday,215,125,29,42,18,73,40,1340906,4328069,5668975
2019-05-09,715,2019,May,Thursday,223,115,19,47,20,62,40,1361067,4692457,6053524
2019-05-10,698,2019,May,Friday,208,112,20,32,16,82,36,991525,3828278,4819803
2019-05-11,620,2019,May,Saturday,171,80,15,37,22,92,54,772620,4652549,5425169
2019-05-12,557,2019,May,Sunday,128,95,18,26,18,112,38,497726,4765811,5263537
2019-05-13,729,2019,May,Monday,210,122,26,41,14,76,61,1270968,4274120,5545088
2019-05-14,792,2019,May,Tuesday,227,118,16,50,18,74,46,1309339,4354347,5663686
2019-05-15,807,2019,May,Wednesday,211,104,17,41,29,81,34,1218669,4339478,5558147
2019-05-16,597,2019,May,Thursday,173,89,8,28,14,60,37,1162505,4129370,5291875
2019-05-17,686,2019,May,Friday,220,97,20,32,19,73,46,1202460,4193041,5395501
2019-05-18,630,2019,May,Saturday,184,101,25,40,23,90,40,818599,3492039,4310638
2019-05-19,560,2019,May,Sunday,128,100,23,36,19,90,54,508776,2240054,2748830
2019-05-20,792,2019,May,Monday,201,135,16,37,22,97,54,1290645,4333595,5624240
2019-05-21,691,2019,May,Tuesday,200,118,16,37,12,64,57,1301576,4458798,5760374
2019-05-22,755,2019,May,Wednesday,222,121,21,46,16,75,55,1316143,4459016,5775159
2019-05-23,710,2019,May,Thursday,225,103,15,25,23,80,51,1318391,4485458,5803849
2019-05-24,744,2019,May,Friday,228,111,18,32,21,76,45,1334937,4588937,5923874
2019-05-25,633,2019,May,Saturday,163,97,9,42,18,97,35,874863,3747774,4622637
2019-05-26,611,2019,May,Sunday,127,97,17,46,20,107,32,544322,2416627,2960949
2019-05-27,700,2019,May,Monday,203,95,11,34,11,84,51,1266821,4221879,5488700
2019-05-28,656,2019,May,Tuesday,166,116,10,40,17,73,61,1310512,4415281,5725793
2019-05-29,735,2019,May,Wednesday,228,100,13,48,26,74,65,1292891,4441004,5733895
2019-05-30,733,2019,May,Thursday,219,120,18,42,23,63,61,1315991,4525802,5841793
2019-05-31,759,2019,May,Friday,225,101,16,33,16,90,61,1359509,4671328,6030837
2019-06-01,711,2019,June,Saturday,202,105,17,23,23,84,31,871651,2160594,3032245
2019-06-02,532,2019,June,Sunday,145,87,15,31,16,83,46,528881,4541275,5070156
2019-06-03,667,2019,June,Monday,183,120,21,37,18,60,46,1252992,4528168,5781160
2019-06-04,592,2019,June,Tuesday,208,98,16,17,8,47,65,1289008,3774636,5063644
2019-06-05,722,2019,June,Wednesday,214,111,31,26,20,65,53,1301713,4280074,5581787
2019-06-06,692,2019,June,Thursday,238,119,22,31,19,43,46,1305253,4486807,5792060
2019-06-07,692,2019,June,Friday,225,121,27,25,16,61,42,1347880,3521097,4868977
2019-06-08,643,2019,June,Saturday,162,106,24,37,17,89,38,851935,4497027,5348962
2019-06-09,548,2019,June,Sunday,130,88,15,49,15,90,57,528285,4769637,5297922
2019-06-10,684,2019,June,Monday,184,112,17,35,20,75,73,1250372,2324409,3574781
2019-06-11,675,2019,June,Tuesday,183,107,14,37,13,63,66,1287199,4770501,6057700
2019-06-12,703,2019,June,Wednesday,209,87,12,41,20,62,51,1299002,4852633,6151635
2019-06-13,687,2019,June,Thursday,205,110,22,32,14,54,55,1297050,4473241,5770291
2019-06-14,753,2019,June,Friday,222,120,16,31,18,68,61,1346464,4443651,5790115
2019-06-15,671,2019,June,Saturday,180,104,23,35,18,82,41,865249,3782349,4647598
2019-06-16,561,2019,June,Sunday,127,72,22,40,22,107,44,515185,2298388,2813573
2019-06-17,694,2019,June,Monday,174,108,13,33,13,82,48,1232926,4176633,5409559
2019-06-18,744,2019,June,Tuesday,218,111,27,39,17,81,51,1278494,4276633,5555127
2019-06-19,713,2019,June,Wednesday,191,121,25,38,16,76,64,1269335,4362379,5631714
2019-06-20,764,2019,June,Thursday,255,111,22,29,16,75,59,1252232,4400122,5652354
2019-06-21,718,2019,June,Friday,207,109,13,32,28,74,52,1302327,4486087,5788414
2019-06-22,601,2019,June,Saturday,173,102,19,43,9,74,61,847189,3628580,4475769
2019-06-23,518,2019,June,Sunday,133,90,20,36,13,89,32,530574,2429281,2959855
2019-06-24,685,2019,June,Monday,200,104,15,47,15,72,53,1191926,4041274,5233200
2019-06-25,687,2019,June,Tuesday,208,104,13,31,14,69,53,1247967,4213988,5461955
2019-06-26,726,2019,June,Wednesday,211,114,22,34,20,57,43,1242027,4274131,5516158
2019-06-27,687,2019,June,Thursday,229,115,14,29,19,55,51,1263332,4352824,5616156
2019-06-28,718,2019,June,Friday,251,99,17,26,19,71,50,1320646,4484523,5805169
2019-06-29,566,2019,June,Saturday,170,97,14,38,16,71,42,851519,3884747,4736266
2019-06-30,566,2019,June,Sunday,115,94,23,39,14,97,35,529366,2422320,2951686
2019-07-01,791,2019,July,Monday,215,103,21,39,27,66,45,1202839,4124191,5327030
2019-07-02,666,2019,July,Tuesday,213,116,16,26,11,49,54,1229018,4606900,5835918
2019-07-03,648,2019,July,Wednesday,189,113,19,25,16,40,59,1239041,4612846,5851887
2019-07-04,605,2019,July,Thursday,159,97,13,32,18,46,49,1236772,2284189,3520961
2019-07-05,733,2019,July,Friday,193,112,18,33,14,84,55,1276257,4522861,5799118
2019-07-06,612,2019,July,Saturday,159,107,26,39,19,85,36,780363,4466763,5247126
2019-07-07,516,2019,July,Sunday,113,110,26,32,13,83,45,509583,2302284,2811867
2019-07-08,664,2019,July,Monday,214,123,24,24,17,74,52,1162017,4525302,5687319
2019-07-09,692,2019,July,Tuesday,190,116,11,27,13,60,54,1214143,3787283,5001426
2019-07-10,705,2019,July,Wednesday,184,98,9,37,21,73,60,1197555,4439313,5636868
2019-07-11,621,2019,July,Thursday,184,105,23,32,8,47,52,1187626,4727336,5914962
2019-07-12,656,2019,July,Friday,194,111,20,35,18,56,62,1260934,4019593,5280527
2019-07-13,548,2019,July,Saturday,157,113,19,26,11,75,39,793664,3489637,4283301
2019-07-14,527,2019,July,Sunday,137,86,21,35,11,98,43,563396,2224765,2788161
2019-07-15,742,2019,July,Monday,222,93,11,29,25,81,42,1201123,4101385,5302508
2019-07-16,706,2019,July,Tuesday,207,98,22,30,16,82,60,1206530,4107981,5314511
2019-07-17,640,2019,July,Wednesday,202,86,11,39,12,68,51,1199605,4199903,5399508
2019-07-18,647,2019,July,Thursday,192,105,18,30,15,61,43,1206148,4191328,5397476
2019-07-19,669,2019,July,Friday,209,109,14,34,13,68,54,1246677,4244904,5491581
2019-07-20,628,2019,July,Saturday,159,109,23,39,24,69,36,821246,3517388,4338634
2019-07-21,517,2019,July,Sunday,131,72,21,36,10,109,51,590212,2391685,2981897
2019-07-22,621,2019,July,Monday,184,95,9,28,16,70,52,1154381,3963297,5117678
2019-07-23,649,2019,July,Tuesday,187,83,10,32,12,61,57,1181572,4055893,5237465
2019-07-24,619,2019,July,Wednesday,170,106,16,24,17,68,53,1162935,4133196,5296131
2019-07-25,636,2019,July,Thursday,191,88,13,33,16,74,54,1158878,4162714,5321592
2019-07-26,630,2019,July,Friday,215,96,15,26,16,49,51,1189906,4136962,5326868
2019-07-27,562,2019,July,Saturday,159,95,23,28,19,52,42,802375,3461769,4264144
2019-07-28,503,2019,July,Sunday,115,76,15,37,15,89,43,504060,2446435,2950495
2019-07-29,611,2019,July,Monday,192,82,13,24,12,72,50,1172226,4064671,5236897
2019-07-30,641,2019,July,Tuesday,172,84,19,30,13,69,59,1214128,4270188,5484316
2019-07-31,666,2019,July,Wednesday,203,108,18,30,11,59,73,1253738,4346345,5600083
2019-08-01,774,2019,August,Thursday,212,108,16,31,27,63,37,1274016,4200013,5474029
2019-08-02,699,2019,August,Friday,207,110,17,29,22,43,59,1293332,4701042,5994374
2019-08-03,578,2019,August,Saturday,158,93,21,38,16,81,39,844298,4592004,5436302
2019-08-04,593,2019,August,Sunday,133,99,22,33,15,112,41,538097,4381779,4919876
2019-08-05,640,2019,August,Monday,188,115,18,27,20,62,65,1275858,4510725,5786583
2019-08-06,624,2019,August,Tuesday,181,97,9,23,14,64,50,1283594,3724912,5008506
2019-08-07,630,2019,August,Wednesday,185,93,12,31,15,62,55,1307530,3946307,5253837
2019-08-08,657,2019,August,Thursday,182,105,16,24,12,57,54,1312892,4626571,5939463
2019-08-09,696,2019,August,Friday,197,116,21,33,13,62,49,1325282,2450197,3775479
2019-08-10,650,2019,August,Saturday,169,114,28,31,14,89,39,839604,4561112,5400716
2019-08-11,544,2019,August,Sunday,122,85,20,36,11,110,34,523812,4848875,5372687
2019-08-12,701,2019,August,Monday,204,116,27,24,17,73,59,1293952,2747857,4041809
2019-08-13,690,2019,August,Tuesday,205,109,20,24,23,71,56,1303837,4575822,5879659
2019-08-14,691,2019,August,Wednesday,218,91,16,33,16,77,57,1318542,4626895,5945437
2019-08-15,727,2019,August,Thursday,190,109,16,34,13,77,51,1335344,4748964,6084308
2019-08-16,739,2019,August,Friday,221,94,16,43,26,80,53,1373575,4884576,6258151
2019-08-17,610,2019,August,Saturday,180,85,18,40,25,84,40,838827,3776741,4615568
2019-08-18,562,2019,August,Sunday,119,98,25,38,21,103,42,523372,2413879,2937251
2019-08-19,692,2019,August,Monday,208,122,22,30,22,79,64,1281190,4447057,5728247
2019-08-20,780,2019,August,Tuesday,218,95,13,33,21,95,58,1319299,4644005,5963304
2019-08-21,649,2019,August,Wednesday,178,104,20,36,12,76,64,1333122,4664059,5997181
2019-08-22,657,2019,August,Thursday,196,112,18,28,15,52,56,1310178,4637851,5948029
2019-08-23,613,2019,August,Friday,177,104,15,29,18,53,37,1360798,4800127,6160925
2019-08-24,603,2019,August,Saturday,162,102,22,38,16,90,28,842889,3794566,4637455
2019-08-25,517,2019,August,Sunday,118,96,17,22,19,81,44,471487,2550040,3021527
2019-08-26,689,2019,August,Monday,206,89,24,29,18,97,66,1286847,4343562,5630409
2019-08-27,698,2019,August,Tuesday,208,96,13,32,21,86,58,1320524,4501550,5822074
2019-08-28,665,2019,August,Wednesday,188,84,16,28,17,73,47,1333885,4593228,5927113
2019-08-29,665,2019,August,Thursday,173,112,15,19,12,64,54,1346951,4680293,6027244
2019-08-30,726,2019,August,Friday,231,100,17,33,19,59,57,1413122,4798153,6211275
2019-08-31,620,2019,August,Saturday,187,87,17,27,15,86,46,866772,3834072,4700844
2019-09-01,681,2019,September,Sunday,145,97,21,42,29,120,42,536209,4363988,4900197
2019-09-02,685,2019,September,Monday,208,114,17,36,14,70,57,1340617,3595570,4936187
2019-09-03,631,2019,September,Tuesday,198,77,7,31,18,67,50,1335834,3595056,4930890
2019-09-04,707,2019,September,Wednesday,200,97,17,36,18,81,53,1358027,4480009,5838036
2019-09-05,684,2019,September,Thursday,196,91,22,33,17,89,55,1356191,4551355,5907546
2019-09-06,753,2019,September,Friday,209,119,15,24,23,74,50,1429998,2408414,3838412
2019-09-07,594,2019,September,Saturday,186,91,15,41,14,69,36,838942,4156430,4995372
2019-09-08,523,2019,September,Sunday,112,85,22,42,17,88,41,537143,4693883,5231026
2019-09-09,685,2019,September,Monday,200,99,13,26,18,73,52,1338861,4424549,5763410
2019-09-10,704,2019,September,Tuesday,193,113,22,33,17,74,45,1364672,4637800,6002472
2019-09-11,629,2019,September,Wednesday,186,94,22,33,17,60,45,1375039,3919891,5294930
2019-09-12,679,2019,September,Thursday,196,97,14,32,15,63,37,1375465,4453327,5828792
2019-09-13,678,2019,September,Friday,203,102,17,23,17,64,50,1418903,4800575,6219478
2019-09-14,561,2019,September,Saturday,167,95,23,35,16,65,43,819101,3612358,4431459
2019-09-15,507,2019,September,Sunday,124,72,14,39,11,65,19,491590,2206341,2697931
2019-09-16,518,2019,September,Monday,118,79,26,33,22,106,50,380033,1877135,2257168
2019-09-17,702,2019,September,Tuesday,201,114,18,37,16,79,61,1346768,4299655,5646423
2019-09-18,673,2019,September,Wednesday,174,106,22,30,12,71,48,1379776,4643148,6022924
2019-09-19,661,2019,September,Thursday,183,98,17,27,20,67,48,1334832,4656106,5990938
2019-09-20,774,2019,September,Friday,195,109,21,46,31,79,52,1453273,4750668,6203941
2019-09-21,596,2019,September,Saturday,167,102,16,32,14,83,42,890771,3737276,4628047
2019-09-22,601,2019,September,Sunday,126,89,15,55,17,122,43,564356,2418873,2983229
2019-09-23,641,2019,September,Monday,184,104,11,22,22,61,61,1317648,4458511,5776159
2019-09-24,689,2019,September,Tuesday,202,124,23,31,17,73,61,1353101,4554857,5907958
2019-09-25,688,2019,September,Wednesday,183,101,25,46,17,46,46,1373844,4668685,6042529
2019-09-26,723,2019,September,Thursday,200,125,28,28,18,77,46,1337067,4598066,5935133
2019-09-27,720,2019,September,Friday,228,82,19,40,21,76,66,1397612,4808790,6206402
2019-09-28,622,2019,September,Saturday,169,105,19,44,21,80,59,851752,3730475,4582227
2019-09-29,441,2019,September,Sunday,103,78,11,38,9,66,31,516555,2234530,2751085
2019-09-30,711,2019,September,Monday,209,123,18,37,20,57,64,1320226,4311027,5631253
2019-10-01,727,2019,October,Tuesday,177,103,5,38,25,68,55,1388453,4466376,5854829
2019-10-02,667,2019,October,Wednesday,193,106,21,35,22,73,68,1284528,2339499,3624027
2019-10-03,683,2019,October,Thursday,176,115,19,35,20,69,53,1379616,2306080,3685696
2019-10-04,705,2019,October,Friday,197,121,16,41,27,76,50,1431897,4575205,6007102
2019-10-05,627,2019,October,Saturday,154,105,23,44,17,81,33,900201,3884297,4784498
2019-10-06,551,2019,October,Sunday,111,92,29,41,17,98,41,554989,4275353,4830342
2019-10-07,664,2019,October,Monday,191,105,18,33,19,58,66,1284005,4240681,5524686
2019-10-08,648,2019,October,Tuesday,180,108,18,31,21,54,56,1346946,3681734,5028680
2019-10-09,678,2019,October,Wednesday,184,116,20,38,14,65,60,1357441,4540227,5897668
2019-10-10,700,2019,October,Thursday,210,105,12,34,22,57,43,1349121,4688379,6037500
2019-10-11,704,2019,October,Friday,205,109,17,37,24,58,37,1427157,2480679,3907836
2019-10-12,586,2019,October,Saturday,161,114,20,31,14,76,32,884729,4724606,5609335
2019-10-13,560,2019,October,Sunday,132,91,23,43,22,97,47,544761,2419805,2964566
2019-10-14,710,2019,October,Monday,203,91,17,51,20,70,60,1309031,4529417,5838448
2019-10-15,700,2019,October,Tuesday,182,104,16,39,19,70,52,1379984,4678790,6058774
2019-10-16,649,2019,October,Wednesday,197,108,19,37,14,61,63,1362024,4701409,6063433
2019-10-17,638,2019,October,Thursday,169,99,22,33,18,71,54,1313439,4544371,5857810
2019-10-18,673,2019,October,Friday,188,119,14,33,23,67,38,1395564,4758995,6154559
2019-10-19,566,2019,October,Saturday,171,93,19,32,22,81,28,913752,4049544,4963296
2019-10-20,578,2019,October,Sunday,134,83,12,44,26,93,40,591823,2516323,3108146
2019-10-21,656,2019,October,Monday,196,89,15,35,21,75,43,1318074,4520177,5838251
2019-10-22,623,2019,October,Tuesday,196,95,13,31,13,53,46,1359634,4566560,5926194
2019-10-23,637,2019,October,Wednesday,173,100,17,33,21,57,55,1338838,4608253,5947091
2019-10-24,629,2019,October,Thursday,183,95,15,26,13,57,59,1349148,4737681,6086829
2019-10-25,658,2019,October,Friday,206,101,17,38,15,53,56,1428292,4852488,6280780
2019-10-26,577,2019,October,Saturday,147,109,22,31,27,72,51,889952,4023424,4913376
2019-10-27,514,2019,October,Sunday,133,105,23,44,6,74,44,575400,3067039,3642439
2019-10-28,602,2019,October,Monday,171,101,9,27,9,61,47,1332153,4584656,5916809
2019-10-29,561,2019,October,Tuesday,158,92,16,23,19,63,66,1357175,4669502,6026677
2019-10-30,711,2019,October,Wednesday,219,103,22,40,21,45,42,1385777,4769929,6155706
2019-10-31,659,2019,October,Thursday,216,98,22,33,21,68,34,1358205,4697874,6056079
2019-11-01,716,2019,November,Friday,209,80,15,42,19,85,44,1191164,4585889,5777053
2019-11-02,523,2019,November,Saturday,148,77,15,35,19,84,33,671896,4404162,5076058
2019-11-03,473,2019,November,Sunday,117,86,18,37,13,70,33,508231,4286394,4794625
2019-11-04,685,2019,November,Monday,184,115,20,27,14,66,47,1337296,4596756,5934052
2019-11-05,655,2019,November,Tuesday,199,99,25,30,14,75,58,1359465,3236688,4596153
2019-11-06,655,2019,November,Wednesday,189,91,9,30,9,71,60,1373530,4318892,5692422
2019-11-07,673,2019,November,Thursday,182,109,15,31,21,84,59,1376661,4208469,5585130
2019-11-08,651,2019,November,Friday,182,99,17,33,17,73,54,1436827,2352932,3789759
2019-11-09,577,2019,November,Saturday,159,108,17,33,12,65,33,917021,4652001,5569022
2019-11-10,508,2019,November,Sunday,122,82,14,43,14,77,41,574928,4855963,5430891
2019-11-11,687,2019,November,Monday,200,125,22,25,13,92,51,1315747,4511789,5827536
2019-11-12,641,2019,November,Tuesday,193,88,19,32,14,67,53,1348893,4827085,6175978
2019-11-13,656,2019,November,Wednesday,201,107,15,30,19,59,53,1354357,4708729,6063086
2019-11-14,673,2019,November,Thursday,181,107,20,43,15,58,44,1350883,4794650,6145533
2019-11-15,740,2019,November,Friday,219,120,19,34,20,57,30,1445673,5055953,6501626
2019-11-16,598,2019,November,Saturday,182,116,26,30,16,55,46,913181,4020844,4934025
2019-11-17,568,2019,November,Sunday,148,110,19,37,18,84,32,614620,2720648,3335268
2019-11-18,502,2019,November,Monday,133,90,13,35,11,61,49,657961,2670062,3328023
2019-11-19,620,2019,November,Tuesday,172,94,12,22,12,65,49,1381421,4523439,5904860
2019-11-20,657,2019,November,Wednesday,177,111,19,35,21,66,66,1293074,4810779,6103853
2019-11-21,649,2019,November,Thursday,187,117,17,37,19,61,49,1350944,4776351,6127295
2019-11-22,705,2019,November,Friday,191,119,25,36,26,69,60,1405723,4867909,6273632
2019-11-23,615,2019,November,Saturday,160,107,12,42,10,79,30,901664,4006218,4907882
2019-11-24,536,2019,November,Sunday,111,94,23,38,14,92,40,547348,2570453,3117801
2019-11-25,702,2019,November,Monday,201,100,14,37,16,75,76,1301169,4481400,5782569
2019-11-26,663,2019,November,Tuesday,189,98,7,38,21,73,61,1336507,4679456,6015963
2019-11-27,711,2019,November,Wednesday,200,97,13,38,19,77,57,1353536,4790863,6144399
2019-11-28,697,2019,November,Thursday,174,100,17,33,17,77,52,1364404,4767658,6132062
2019-11-29,709,2019,November,Friday,215,121,18,44,28,81,41,1423072,4844110,6267182
2019-11-30,620,2019,November,Saturday,160,100,26,31,12,80,46,905945,4048174,4954119
2019-12-01,580,2019,December,Sunday,127,95,26,35,24,79,55,579883,3778994,4358877
2019-12-02,691,2019,December,Monday,200,104,11,28,24,83,54,1316379,4518591,5834970
2019-12-03,676,2019,December,Tuesday,183,101,16,27,15,80,54,1340282,4481355,5821637
2019-12-04,624,2019,December,Wednesday,168,78,16,29,16,83,47,1349171,4787049,6136220
2019-12-05,681,2019,December,Thursday,202,116,12,20,25,62,66,1341469,2288429,3629898
2019-12-06,617,2019,December,Friday,193,104,17,34,15,44,57,1389352,4453066,5842418
2019-12-07,553,2019,December,Saturday,129,93,26,40,21,77,40,874989,4269095,5144084
2019-12-08,526,2019,December,Sunday,128,87,23,41,18,81,46,573208,4437555,5010763
2019-12-09,623,2019,December,Monday,175,107,13,33,18,67,62,1259206,4697634,5956840
2019-12-10,647,2019,December,Tuesday,173,106,14,37,16,64,46,1296835,3820613,5117448
2019-12-11,619,2019,December,Wednesday,194,92,15,22,17,52,53,1252948,4670345,5923293
2019-12-12,612,2019,December,Thursday,152,91,11,40,13,84,37,1075847,4407949,5483796
2019-12-13,671,2019,December,Friday,199,101,18,33,20,69,55,1329624,4654783,5984407
2019-12-14,566,2019,December,Saturday,166,88,19,32,15,72,35,891552,3972877,4864429
2019-12-15,547,2019,December,Sunday,118,99,22,37,25,92,39,598388,2766282,3364670
2019-12-16,660,2019,December,Monday,192,101,9,31,14,86,53,1261554,4370212,5631766
2019-12-17,659,2019,December,Tuesday,187,92,10,26,18,65,70,1253434,4450375,5703809
2019-12-18,618,2019,December,Wednesday,187,105,25,30,23,59,60,1259699,4473361,5733060
2019-12-19,599,2019,December,Thursday,156,93,20,24,14,68,49,1232534,4437801,5670335
2019-12-20,608,2019,December,Friday,169,106,12,30,17,56,44,1266559,4598294,5864853
2019-12-21,509,2019,December,Saturday,149,75,15,32,13,74,42,832190,3852362,4684552
2019-12-22,431,2019,December,Sunday,101,82,14,26,13,53,30,577990,2765368,3343358
2019-12-23,595,2019,December,Monday,159,103,22,27,7,58,44,1104652,4056348,5161000
2019-12-24,403,2019,December,Tuesday,81,69,22,20,8,72,34,658951,2999094,3658045
2019-12-25,335,2019,December,Wednesday,50,58,13,39,11,67,43,306174,1534149,1840323
2019-12-26,569,2019,December,Thursday,153,85,21,36,14,58,34,914029,3340621,4254650
2019-12-27,550,2019,December,Friday,138,92,16,23,11,60,41,978238,3698061,4676299
